Y Chromosome	"Y Chromosome	0	12	GO_ontology"	"[{""token"": ""Y Chromosome"", ""start_span"": 0, ""end_span"": 12, ""type"": ""GO_ontology""}]"
The antibody was raised against a unique region lacking the DM domain in order to avoid cross - reaction with other DM domain proteins.	"antibody	4	12	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 4, ""end_span"": 12, ""type"": ""GO_ontology""}]"
To more precisely determine the pachytene stages of DMRT7 expression, we double - stained with an antibody to GATA1, which is expressed in Sertoli cells from stages VII to IX [ 38].	"antibody	98	106	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 98, ""end_span"": 106, ""type"": ""GO_ontology""}]"
DMRT7 and SUMO - 1 were colocalized, confirming that DMRT7 protein is preferentially localized to the XY body ( Figure 1D).	"XY body	102	109	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 102, ""end_span"": 109, ""type"": ""GO_ontology""}]"
We also confirmed XY body localization of DMRT7 by double staining for other markers including Ub - H2A and gamma H2AX ( unpublished data).	"XY body	18	25	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 18, ""end_span"": 25, ""type"": ""GO_ontology""}]"
DMRT7 is not preferentially localized to the XY body at all stages but instead is dynamic.	"XY body	45	52	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 45, ""end_span"": 52, ""type"": ""GO_ontology""}]"
Based on epithelial staging, it appears that DMRT7 localizes to the XY body from mid - to late - pachynema, becomes diffusely distributed in late - pachynema, and disappears in diplonema ( unpublished data).	"XY body	68	75	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 68, ""end_span"": 75, ""type"": ""GO_ontology""}]"
DMRT7 also is specifically localized in sperm, with antibody staining mainly in the perinuclear ring of the sperm head manchette.	"antibody	52	60	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 52, ""end_span"": 60, ""type"": ""GO_ontology""}]"
This staining coincided with the epithelial stages in which DMRT7 localizes to the XY body in spermatocytes ( Figure 1C and 1D).	"XY body	83	90	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 83, ""end_span"": 90, ""type"": ""GO_ontology""}]"
In addition, some tubules contain multinucleated cells and cells with darkly stained nuclei that are typical of apoptotic cells ( Figure 2D).	"nuclei	85	91	GO_ontology"	"[{""token"": ""nuclei"", ""start_span"": 85, ""end_span"": 91, ""type"": ""GO_ontology""}]"
The percentage of tubule sections with five or more apoptotic nuclei was about three times higher in Dmrt7 mutants compared with wild - type ( 20% versus 7%; Figure 2E).	"nuclei	62	68	GO_ontology"	"[{""token"": ""nuclei"", ""start_span"": 62, ""end_span"": 68, ""type"": ""GO_ontology""}]"
To better define the spermatogenic stage at which Dmrt7 - / - male germ cells arrest and die, we used antibodies against several stage - specific germ cell markers.	"antibodies	102	112	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 102, ""end_span"": 112, ""type"": ""GO_ontology""}]"
The BC7 antibody recognizes spermatocytes in the leptotene to early - pachytene stages [ 44].	"antibody	8	16	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 8, ""end_span"": 16, ""type"": ""GO_ontology""}]"
The TRA369 antibody recognizes a calmegin protein expressed in pachytene spermatocytes through elongated spermatids [ 45].	"antibody	11	19	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 11, ""end_span"": 19, ""type"": ""GO_ontology""}]"
Testis sections from 6 - wk - old wild - type ( + / +) and Dmrt7 mutant ( - / -) littermates stained with stage - specific antibodies specific to spermatogenic cells.	"antibodies	123	133	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 123, ""end_span"": 133, ""type"": ""GO_ontology""}]"
( A) TRA98 antibody strongly stains spermatogonia, which are present in wild - type and mutant.	"antibody	11	19	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 11, ""end_span"": 19, ""type"": ""GO_ontology""}]"
( B) BC7 antibody stains spermatocytes, which are present in wild - type and mutant.	"antibody	9	17	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 9, ""end_span"": 17, ""type"": ""GO_ontology""}]"
( C) TRA369 antibody stains pachytene and later germ cells, which are severely deficient in the mutant testis.	"antibody	12	20	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 12, ""end_span"": 20, ""type"": ""GO_ontology""}]"
Graph of distribution of meiotic stages of germ cells from heterozygous ( n = 1, 970) and homozygous mutant ( n = 2, 084) P26 testes, spread and stained for the synaptonemal complex protein SYCP3 to permit precise staging, which was performed as described [ 64, 65].	"synaptonemal complex	161	181	GO_ontology"	"[{""token"": ""synaptonemal complex"", ""start_span"": 161, ""end_span"": 181, ""type"": ""GO_ontology""}]"
Defects in chromosome pairing, synapsis, or recombination can trigger pachytene arrest and apoptosis [ 46].	"chromosome	11	21	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 11, ""end_span"": 21, ""type"": ""GO_ontology""}]"
Formation of synaptonemal complexes in the mutant was indistinguishable from that in wild - type, as indicated by the proper accumulation of SYCP1 ( unpublished data) and SYCP3 ( Figure 5A).	"synaptonemal complexes	13	35	GO_ontology"	"[{""token"": ""synaptonemal complexes"", ""start_span"": 13, ""end_span"": 35, ""type"": ""GO_ontology""}]"
From these results, we conclude that chromosomal pairing, synapsis, recombination, and desynapsis during prophase I in Dmrt7 mutant males are grossly normal.	"chromosomal	37	48	GO_ontology"	"[{""token"": ""chromosomal"", ""start_span"": 37, ""end_span"": 48, ""type"": ""GO_ontology""}]"
( A) Testicular cells from Dmrt7 heterozygous ( + / -) or homozygous ( - / -) mutant mice were spread and stained with antibody to SYCP3 ( red).	"antibody	119	127	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 119, ""end_span"": 127, ""type"": ""GO_ontology""}]"
By pachynema, all autosomes are fully synapsed, and the XY bivalent is synapsed only at the pseudoautosomal region in both wild - type and mutant cells.	"autosomes	18	27	GO_ontology"	"[{""token"": ""autosomes"", ""start_span"": 18, ""end_span"": 27, ""type"": ""GO_ontology""}]"
( B) Testicular cells in zygonema and pachynema spread and stained with antibodies to RAD51 ( green) and SYCP3 ( red).	"antibodies	72	82	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 72, ""end_span"": 82, ""type"": ""GO_ontology""}]"
Although we did not detect DMRT7 expression in Sertoli cells by antibody staining, we nevertheless considered the possibility that Sertoli cell defects might contribute to the male - specific germ line failure of Dmrt7 mutants.	"antibody	64	72	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 64, ""end_span"": 72, ""type"": ""GO_ontology""}]"
( A) Testes from P14 wild - type and Dmrt7 mutant mice were sectioned and stained with antibody to GATA4.	"antibody	87	95	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 87, ""end_span"": 95, ""type"": ""GO_ontology""}]"
( B) P14 testis sections stained with antibody to GATA1.	"antibody	38	46	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 38, ""end_span"": 46, ""type"": ""GO_ontology""}]"
( C) Wild - type and mutant testis sections double - stained with antibody to GATA1 ( red) and DAPI ( blue).	"antibody	66	74	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 66, ""end_span"": 74, ""type"": ""GO_ontology""}]"
White dotted line indicates position of basal membranes.	"basal membranes	40	55	GO_ontology"	"[{""token"": ""basal membranes"", ""start_span"": 40, ""end_span"": 55, ""type"": ""GO_ontology""}]"
( E) Testis sections from 10 - wk - old wild - type and SC - Dmrt7KO mice stained with antibodies to GATA1 ( red) and smooth muscle actin ( to outline seminiferous tubules; green).	"antibodies	87	97	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 87, ""end_span"": 97, ""type"": ""GO_ontology""}]"
XY Bodies Form Normally in Dmrt7 Mutant Cells	"XY Bodies	0	9	GO_ontology"	"[{""token"": ""XY Bodies"", ""start_span"": 0, ""end_span"": 9, ""type"": ""GO_ontology""}]"
We focused on the XY body, which is thought to be essential for meiotic progression and is the site of preferential DMRT7 localization.	"XY body	18	25	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 18, ""end_span"": 25, ""type"": ""GO_ontology""}]"
H2AX is a variant of H2A that is crucial for XY body formation and MSCI [ 12].	"XY body	45	52	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 45, ""end_span"": 52, ""type"": ""GO_ontology""}]"
gamma H2AX localized normally to the XY body of DMRT7 mutant cells in meiotic spreads ( Figure 7A), and many gamma H2AX - positive puncta were present in germ cells of Dmrt7 mutant testes ( Figure 7B).	"XY body	37	44	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 37, ""end_span"": 44, ""type"": ""GO_ontology""}]"
Punctate SUMO - 1 localization was present in Dmrt7 mutant germ cells, again consistent with formation of a correctly marked XY body ( Figure 7C).	"XY body	125	132	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 125, ""end_span"": 132, ""type"": ""GO_ontology""}]"
This accumulation of XY body - containing cells also was apparent with gamma H2AX staining and is consistent with a developmental arrest of mutant cells in mid - to late - pachytene.	"XY body	21	28	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 21, ""end_span"": 28, ""type"": ""GO_ontology""}]"
XY Body Forms Normally during Pachynema in Dmrt7 Mutant Mice	"XY Body	0	7	GO_ontology"	"[{""token"": ""XY Body"", ""start_span"": 0, ""end_span"": 7, ""type"": ""GO_ontology""}]"
( A) Testicular cells spread and stained with antibodies to gamma H2AX ( red) and SYCP3 ( green).	"antibodies	46	56	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 46, ""end_span"": 56, ""type"": ""GO_ontology""}]"
In pachytene cells, gamma H2AX is concentrated in the XY body both in wild - type and Dmrt7 mutant.	"XY body	54	61	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 54, ""end_span"": 61, ""type"": ""GO_ontology""}]"
( B) Testes from 6 - wk - old mice sectioned and stained with antibody to gamma H2AX ( red).	"antibody	62	70	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 62, ""end_span"": 70, ""type"": ""GO_ontology""}]"
( C) Testes from 6 - wk - old mice sectioned and stained with antibody to SUMO - 1 ( green).	"antibody	62	70	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 62, ""end_span"": 70, ""type"": ""GO_ontology""}]"
Abundant pachytene cells with XY bodies are present in wild - type and mutant testes.	"XY bodies	30	39	GO_ontology"	"[{""token"": ""XY bodies"", ""start_span"": 30, ""end_span"": 39, ""type"": ""GO_ontology""}]"
Abnormal Sex Chromatin in Dmrt7 Mutant Germ Cells	"Sex Chromatin	9	22	GO_ontology"	"[{""token"": ""Sex Chromatin"", ""start_span"": 9, ""end_span"": 22, ""type"": ""GO_ontology""}]"
Although the XY body can form during pachynema in Dmrt7 mutants, we considered the possibility that transcriptional silencing might not be properly established.	"XY body	13	20	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 13, ""end_span"": 20, ""type"": ""GO_ontology""}]"
We therefore asked whether the pachytene germ cell death in Dmrt7 mutants is associated with a failure either to initiate or to maintain sex chromosome inactivation.	"sex chromosome	137	151	GO_ontology"	"[{""token"": ""sex chromosome"", ""start_span"": 137, ""end_span"": 151, ""type"": ""GO_ontology""}]"
First, we examined the mid - pachytene XY body.	"XY body	39	46	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 39, ""end_span"": 46, ""type"": ""GO_ontology""}]"
In Dmrt7 mutants, the XY body was formed and excluded Cot - 1 hybridization ( Figure 8B), indicating that transcriptional silencing is established normally in mutant pachytene cells.	"XY body	22	29	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 22, ""end_span"": 29, ""type"": ""GO_ontology""}]"
We also examined expression of the Y - linked gene Rbmy, which normally is inactivated during pachytene and reactivated after secondary meiosis begins [ 54, 55].	"Y	35	36	GO_ontology"	"[{""token"": ""Y"", ""start_span"": 35, ""end_span"": 36, ""type"": ""GO_ontology""}]"
Rbmy was inactivated normally in pachytene cells of Dmrt7 mutants, based on immunofluorescent staining with an anti - RBMY antibody ( Figure S5).	"antibody	123	131	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 123, ""end_span"": 131, ""type"": ""GO_ontology""}]"
These results suggest that XY body formation and initiation of MSCI both occur normally in Dmrt7 mutant germ cells.	"XY body	27	34	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 27, ""end_span"": 34, ""type"": ""GO_ontology""}]"
Chromatin Abnormalities in Dmrt7 Mutant Diplotene Germ Cells	"Chromatin	0	9	GO_ontology"	"[{""token"": ""Chromatin"", ""start_span"": 0, ""end_span"": 9, ""type"": ""GO_ontology""}]"
Arrows indicate XY body in all panels.	"XY body	16	23	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 16, ""end_span"": 23, ""type"": ""GO_ontology""}]"
Presumptive XY body, based on DAPI and gamma H2AX localization, is indicated by arrow in ( F).	"XY body	12	19	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 12, ""end_span"": 19, ""type"": ""GO_ontology""}]"
Wild - type cell ( E) has HP1 beta throughout XY body, whereas mutant cell ( H) only has localization to X chromosome centromere ( arrowhead).	"XY body	46	53	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 46, ""end_span"": 53, ""type"": ""GO_ontology""}]"
Mutant cell ( J) lacks strong concentration of this mark to the XY body seen in wild - type ( I).	"XY body	64	71	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 64, ""end_span"": 71, ""type"": ""GO_ontology""}]"
Mutant cell ( L) has no localization of this mark to the XY body.	"XY body	57	64	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 57, ""end_span"": 64, ""type"": ""GO_ontology""}]"
gamma H2AX localizes to autosomes in mutant cell, possibly indicating onset of apoptosis.	"autosomes	24	33	GO_ontology"	"[{""token"": ""autosomes"", ""start_span"": 24, ""end_span"": 33, ""type"": ""GO_ontology""}]"
( M) Example of mutant diplotene cell with normal HP1 beta accumulation to the XY body.	"XY body	79	86	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 79, ""end_span"": 86, ""type"": ""GO_ontology""}]"
We next considered the possibility that sex chromatin is established normally but is not properly modified as cells exit pachynema and begin to form PMSC.	"sex chromatin	40	53	GO_ontology"	"[{""token"": ""sex chromatin"", ""start_span"": 40, ""end_span"": 53, ""type"": ""GO_ontology""}]"
We also examined three epigenetic signatures of PMSC: histone H3 dimethylated or trimethylated at lysine - 9 ( H3 - 2meK9, H3 - 3meK9) and spreading of HP1 beta through the XY body [ 16, 57, 58] ( S. H. Namekawa, unpublished data).	"XY body	173	180	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 173, ""end_span"": 180, ""type"": ""GO_ontology""}]"
We observed defects in sex chromatin localization of all three markers in Dmrt7 diplotene cells.	"sex chromatin	23	36	GO_ontology"	"[{""token"": ""sex chromatin"", ""start_span"": 23, ""end_span"": 36, ""type"": ""GO_ontology""}]"
Although HP1 beta localization to the X chromosome centromere initially appeared normal at mid - pachynema, we observed Dmrt7 mutant diplotene cells that failed to show spreading of HP1 beta to the entire XY body ( Figure 8G and 8H).	"XY body	205	212	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 205, ""end_span"": 212, ""type"": ""GO_ontology""}]"
Similarly, we found Dmrt7 mutant diplotene cells lacking accumulation of H3 - 2meK9 and H3 - 3meK9 marks onto the sex chromatin ( Figure 8I - 8L).	"sex chromatin	114	127	GO_ontology"	"[{""token"": ""sex chromatin"", ""start_span"": 114, ""end_span"": 127, ""type"": ""GO_ontology""}]"
Not all Dmrt7 mutant diplotene cells showed abnormal localization of HP1 beta to the sex chromatin ( Figure 8M).	"sex chromatin	85	98	GO_ontology"	"[{""token"": ""sex chromatin"", ""start_span"": 85, ""end_span"": 98, ""type"": ""GO_ontology""}]"
In one experiment, 11 / 27 mutant cells in diplonema lacked HP1 beta on the XY body, as compared with 2 / 22 wild - type cells.	"XY body	76	83	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 76, ""end_span"": 83, ""type"": ""GO_ontology""}]"
We did not observe sex chromatin defects prior to diplonema, but we cannot exclude the possibility that earlier defects exist and the affected cells are rapidly eliminated.	"sex chromatin	19	32	GO_ontology"	"[{""token"": ""sex chromatin"", ""start_span"": 19, ""end_span"": 32, ""type"": ""GO_ontology""}]"
In the preceding experiments, we staged cells based on XY body internalization.	"XY body	55	62	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 55, ""end_span"": 62, ""type"": ""GO_ontology""}]"
This independently identified Dmrt7 mutant diplotene cells lacking HP1 beta accumulation in the XY body, such as the example in Figure 9B.	"XY body	96	103	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 96, ""end_span"": 103, ""type"": ""GO_ontology""}]"
XY chromosome pairs are indicated by arrow.	"chromosome	3	13	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 3, ""end_span"": 13, ""type"": ""GO_ontology""}]"
In males, DMRT7 expression is highest in pachytene spermatocytes, and the protein preferentially localizes to the XY body.	"XY body	114	121	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 114, ""end_span"": 121, ""type"": ""GO_ontology""}]"
The pachytene stage of prophase involves tremendous chromosomal changes as the homologs align, synapse, and recombine.	"chromosomal	52	63	GO_ontology"	"[{""token"": ""chromosomal"", ""start_span"": 52, ""end_span"": 63, ""type"": ""GO_ontology""}]"
We found that chromosomal synapsis and recombination appear normal in Dmrt7 mutant cells.	"chromosomal	14	25	GO_ontology"	"[{""token"": ""chromosomal"", ""start_span"": 14, ""end_span"": 25, ""type"": ""GO_ontology""}]"
We therefore focused on the XY body, the most prominent site of DMRT7 accumulation.	"XY body	28	35	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 28, ""end_span"": 35, ""type"": ""GO_ontology""}]"
First, we tested whether the XY body forms and MSCI is established in Dmrt7 mutant cells.	"XY body	29	36	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 29, ""end_span"": 36, ""type"": ""GO_ontology""}]"
Moreover, Cot - 1 hybridization and analysis of RBMY expression demonstrated that MSCI initiates normally in the XY body of mid - pachytene Dmrt7 mutant cells.	"XY body	113	120	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 113, ""end_span"": 120, ""type"": ""GO_ontology""}]"
We did, however, observe three specific defects in the sex chromatin of Dmrt7 mutant germ cells that avoided arrest in pachynema and were able to enter diplonema.	"sex chromatin	55	68	GO_ontology"	"[{""token"": ""sex chromatin"", ""start_span"": 55, ""end_span"": 68, ""type"": ""GO_ontology""}]"
Normally cells accumulate H3 - 2meK9 and H3 - 3meK9 marks and HP1 beta protein on the sex chromatin as they progress to diplonema, but we observed mutant diplotene cells lacking these features.	"sex chromatin	86	99	GO_ontology"	"[{""token"": ""sex chromatin"", ""start_span"": 86, ""end_span"": 99, ""type"": ""GO_ontology""}]"
Thus, although a minority of Dmrt7 mutant germ cells can progress from pachynema to diplonema, there are defects in sex chromatin modification during the transition.	"sex chromatin	116	129	GO_ontology"	"[{""token"": ""sex chromatin"", ""start_span"": 116, ""end_span"": 129, ""type"": ""GO_ontology""}]"
A function in male sex chromatin can reconcile the findings that DMRT7 is required for meiosis, but only in males, and is present only in mammals.	"male sex chromatin	14	32	GO_ontology"	"[{""token"": ""male sex chromatin"", ""start_span"": 14, ""end_span"": 32, ""type"": ""GO_ontology""}]"
A proportion of mutant diplotene cells have apparently normal sex chromatin ( for example, Figure 8M); these are likely to be the cells that can progress beyond diplonema.	"sex chromatin	62	75	GO_ontology"	"[{""token"": ""sex chromatin"", ""start_span"": 62, ""end_span"": 75, ""type"": ""GO_ontology""}]"
Alternatively, apoptosis and abnormal sex chromatin may be two independent consequences of Dmrt7 loss.	"sex chromatin	38	51	GO_ontology"	"[{""token"": ""sex chromatin"", ""start_span"": 38, ""end_span"": 51, ""type"": ""GO_ontology""}]"
A number of other proteins have been identified that interact with the XY body, including histone variants and modified histones, a testis - specific histone methyl transferase, chromobox proteins, an orphan receptor germ - cell nuclear factor, and recombination - related proteins [ 60].	"XY body	71	78	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 71, ""end_span"": 78, ""type"": ""GO_ontology""}]"
A common feature of these proteins is involvement with heterochromatin and / or transcriptional repression.	"heterochromatin	55	70	GO_ontology"	"[{""token"": ""heterochromatin"", ""start_span"": 55, ""end_span"": 70, ""type"": ""GO_ontology""}]"
DMRT7 is unusual among XY body proteins in being related to highly site - specific transcriptional regulators.	"XY body	23	30	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 23, ""end_span"": 30, ""type"": ""GO_ontology""}]"
It will be of interest to determine whether DMRT7 localizes to sex chromosomes during monotreme meiosis.	"sex chromosomes	63	78	GO_ontology"	"[{""token"": ""sex chromosomes"", ""start_span"": 63, ""end_span"": 78, ""type"": ""GO_ontology""}]"
It will be important to determine the precise mechanism by which DMRT7 affects sex chromatin regulation during male meiosis.	"sex chromatin	79	92	GO_ontology"	"[{""token"": ""sex chromatin"", ""start_span"": 79, ""end_span"": 92, ""type"": ""GO_ontology""}]"
Subsequently, nuclear staining in apoptotic cells was detected using ApopTag kit ( Chemicon, http: / / www. chemicon. com) according to the manufacturer ' s instructions.	"nuclear	14	21	GO_ontology"	"[{""token"": ""nuclear"", ""start_span"": 14, ""end_span"": 21, ""type"": ""GO_ontology""}]"
Antibodies.	"Antibodies	0	10	GO_ontology"	"[{""token"": ""Antibodies"", ""start_span"": 0, ""end_span"": 10, ""type"": ""GO_ontology""}]"
Rabbit polyclonal antibodies to DMRT7 were raised against a purified fusion protein containing glutathione - S - transferase ( GST) fused to the C - terminal 279 amino acids of DMRT7.	"antibodies	18	28	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 18, ""end_span"": 28, ""type"": ""GO_ontology""}]"
Antibodies to GST were removed by GST - affigel 10 chromatography and the antiserum was then purified by GST - DMRT7 - affigel 15 chromatography.	"Antibodies	0	10	GO_ontology"	"[{""token"": ""Antibodies"", ""start_span"": 0, ""end_span"": 10, ""type"": ""GO_ontology""}]"
Other primary antibodies used for immunofluorescence were rat anti - GATA1 ( 1: 200, Santa Cruz Biotechnology, http: / / www. scbt. com, sc - 265), goat anti - GATA4 ( 1: 200, Santa Cruz Biotechnology, sc - 1237), rat anti - TRA98 ( 1: 200, gift of H. Tanaka and Y. Nishimune), rat anti - BC7 ( 1: 50, gift of H. Tanaka and Y. Nishimune), rat anti - TRA369 ( 1: 200, gift of H. Tanaka and Y. Nishimune), rabbit anti - RAD51 ( 1: 600 Calbiochem, http: / / www. calbiochem. com, PC130), mouse anti - GMP - 1 / SUMO - 1 ( 1: 200, Zymed, http: / / invitrogen. com, 33 - 2400), rabbit anti - phospho - H2AX ( Ser139) ( 1: 200, Upstate, http: / / www. millipore. com, 01 - 164), mouse anti - phospho - H2AX ( 1: 200, Upstate, 05 - 636), mouse anti - SYCP3 ( 1: 200, Abcam, http: / / www. abcam. com, ab12452), rabbit anti - HP1 beta ( 1: 100, Abcam, ab10478), rabbit anti - H3 - 2meK9 ( 1: 100, Upstate, 07 - 441), rabbit anti - H3 - 3meK9 ( 1: 200, Upstate, 07 - 442), rabbit anti - AR ( N - 20) ( 1: 200, Santa Cruz Biotechnology, sc - 816), and mouse anti - alpha SMA clone 1A4 ( 1: 800, Sigma, http: / / www. sigmaaldrich. com, A2547).	"antibodies	14	24	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 14, ""end_span"": 24, ""type"": ""GO_ontology""}]"
Secondary antibodies used were goat anti - rabbit Alexa 488, goat anti - rabbit Alexa 594, goat anti - rat Alexa 594, and goat anti - mouse Alexa 488 ( Molecular Probes) used at 1: 250.	"antibodies	10	20	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 10, ""end_span"": 20, ""type"": ""GO_ontology""}]"
Meiotic chromosome spread preparations and FISH.	"chromosome	8	18	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 8, ""end_span"": 18, ""type"": ""GO_ontology""}]"
Meiotic chromosome spread preparations were made from 3 - wk - old mice, prepared as described by Reinholdt et al.	"chromosome	8	18	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 8, ""end_span"": 18, ""type"": ""GO_ontology""}]"
Slides containing chromosome spreads or meiotic spermatocytes were subjected to immunofluorescent staining or RNA FISH, as previously described [ 16, 63].	"chromosome	18	28	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 18, ""end_span"": 28, ""type"": ""GO_ontology""}]"
DNA FISH was performed using chromosome painting ( Cambio, http: / / www. cambio. co. uk).	"chromosome	29	39	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 29, ""end_span"": 39, ""type"": ""GO_ontology""}]"
Arrows indicate the location of XY body.	"XY body	32	39	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 32, ""end_span"": 39, ""type"": ""GO_ontology""}]"
DMRT7 protein ( red) is localized to the XY body in wild - type ( top row) and is not detected in Dmrt7 mutant ( bottom row).	"XY body	41	48	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 41, ""end_span"": 48, ""type"": ""GO_ontology""}]"
SUMO - 1 ( green) on XY body is detected in both wild - type ( top) and Dmrt7 mutant ( bottom) section.	"XY body	21	28	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 21, ""end_span"": 28, ""type"": ""GO_ontology""}]"
Testis sections from adult mice stained with antibody to androgen receptor ( red) and counterstained with DAPI ( blue).	"antibody	45	53	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 45, ""end_span"": 53, ""type"": ""GO_ontology""}]"
Ub - H2A Localization to XY Body in Dmrt7 Mutant Spermatocyte	"XY Body	25	32	GO_ontology"	"[{""token"": ""XY Body"", ""start_span"": 25, ""end_span"": 32, ""type"": ""GO_ontology""}]"
Spread pachytene spermatocytes from wild - type ( top) and Dmrt7 mutant ( bottom) mice, stained with antibody to Ub - H2A ( green) and DAPI ( blue).	"antibody	101	109	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 101, ""end_span"": 109, ""type"": ""GO_ontology""}]"
Arrows indicate XY body.	"XY body	16	23	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 16, ""end_span"": 23, ""type"": ""GO_ontology""}]"
Both wild - type and mutant pachytene cells have Ub - H2A properly localized to XY body.	"XY body	80	87	GO_ontology"	"[{""token"": ""XY body"", ""start_span"": 80, ""end_span"": 87, ""type"": ""GO_ontology""}]"
Pre - meiotic cells near the basal membrane express high level of RBMY whereas SUMO - 1 - positive pachytene cells do not express RBMY, in both wild - type and mutant, indicating proper silencing.	"basal membrane	29	43	GO_ontology"	"[{""token"": ""basal membrane"", ""start_span"": 29, ""end_span"": 43, ""type"": ""GO_ontology""}]"
We thank members of the Zarkower and Bardwell labs for many helpful discussions; Dan Camerini - Otero, John Logsdon, and Scott Hawley for insights into evolution of meiotic regulators; Hiromitsu Tanaka, Yoshitake Nishimune, and David Elliot for generously sharing antibodies; and Dies Meijer for sharing Dhh - Cre mice.	"antibodies	264	274	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 264, ""end_span"": 274, ""type"": ""GO_ontology""}]"
MSCI - meiotic sex chromosome inactivation	"sex chromosome	15	29	GO_ontology"	"[{""token"": ""sex chromosome"", ""start_span"": 15, ""end_span"": 29, ""type"": ""GO_ontology""}]"
PMSC - postmeiotic sex chromatin	"sex chromatin	19	32	GO_ontology"	"[{""token"": ""sex chromatin"", ""start_span"": 19, ""end_span"": 32, ""type"": ""GO_ontology""}]"
In mammalian meiosis, homologous chromosome synapsis is coupled with recombination.	"chromosome	33	43	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 33, ""end_span"": 43, ""type"": ""GO_ontology""}]"
The chromosomes of mutant spermatocytes synapse fully, yet retain several markers of recombination intermediates, including RAD51, BLM, and RPA.	"chromosomes	4	15	GO_ontology"	"[{""token"": ""chromosomes"", ""start_span"": 4, ""end_span"": 15, ""type"": ""GO_ontology""}]"
